review_id,category,period_bin,year,title,sentence,counts_as_category,notes,teacher_reasoning,work_id,uid,sent_id
255,internal_essence,1830_1849,1834,"The animal kingdom, arranged according to its organization, serving as a foundat","VI, cap. xiv, p. 128; Rumph., Mus., XII, a, b, which I at first considered a distinct species, under the belief that these large individuals inhabited those islands exclusively. In all of them, or at all ages, the tail is somewhat shorter than the body, and triangular, the upper ridge finely denticulated and without any decided sulcus beneath. We will designate this species by the name of Limulus polyphemus.",,,"The passage uses stable structural characters of the animal's tail as the basis for identifying and designating the species. This is a classificatory claim grounded in morphology, not function or divine purpose.",39976,bhl_89289,1439
256,internal_essence,1830_1849,1834,"The animal kingdom, arranged according to its organization, serving as a foundat","The Iguanas, or Guanas, properly so called, have the body and tail covered with small imbricated scales; along the entire length of the back, they have a range of spines, or rather of recurved, compressed, and pointed scales; beneath the throat a pendent, compressed dewlap, the edge of which is supported by a cartilaginous process of the hyoid bone; a series of porous tubercles on their thighs, as in the true Lizards; and their head covered with plates.",,,"This passage characterizes iguanas by a suite of anatomical traits that define the kind. The classificatory basis is internal structure rather than function or divine purpose, so it is internal_essence.",39976,bhl_89317,217
257,internal_essence,1830_1849,1834,"The animal kingdom, arranged according to its organization, serving as a foundat","Leon Dufour, in his description of the Ornithomyie bilobee, has observed, that although this genus has had ocelli attributed to it, he has not been able to discover them. A fresh examination of such species as I could procure has in fact convinced me that we were mistaken*, and it may be considered as a general rule that the Pupipara are destitute of those organs.",,,"The passage generalizes a structural feature—absence of ocelli/'those organs'—as a rule for the whole group Pupipara, using anatomy to characterize the kind. That makes it a structural basis for categorization rather than a mere specimen note.",39976,bhl_89420,2068
258,internal_essence,1830_1849,1835,"General conchology, or, A description of shells arranged according to the Linnea","Angular plaits upon the pillar lip of Volutes, and some other shells. Protuberances, and fangs, on the hinges of Bivalve shells. Delicate, fleshy bodies, with which animals of the class Mollusca, are provided; they are capable of contraction and extension, and are endued with extreme sensibility. The horns of the snail are its tentacula.",,,"This passage characterizes Mollusca by bodily structure and capacities of those structures, identifying what these animals are anatomically. It does not assign divine purpose or external role, so the classification is by internal features.",59817,bhl_122046,148
259,internal_essence,1830_1849,1837,Illustrations of exotic entomology : containing upwards of six hundred and fifty,"The abdomen is grey, with a black line running from the thorax to the tail. Anterior wings not edged with orange; the tips are black, where the white bar is plainly seen, having an orange spot on the edge, near the external and lower corners. Posterior wings as on the upper side. This insect seems to form the type of a distinct subgenus between Nudaria and Callimorpha.",,,"The passage uses morphological wing features to place 'this insect' as the type of a distinct subgenus, so structure is serving as the basis of taxonomic characterization. It is more than mere description because it generalizes to classificatory status.",12137,bhl_44990,390
260,internal_essence,1830_1849,1839,"The conchologist's first book, or, A system of testaceous malacology, arranged e","Shell. Trapeziform, inequilateral, equivalve, heart-shaped ; beaks far apart, separated by the angular groove of the ligament, which is altogether external; hinge linear, straight, with small transverse teeth, having at its extremity from two to five parallel ribs ; valves minutely striated longitudinally ; margins crenulated. The Cucullea is distinguished from the Arca by the muscular impression, to one side of which is an auriform testaceous appendage; the shell also is more trapeziform.",,,"The passage explicitly distinguishes one kind from another by structural shell characters, using internal/formal morphology as the basis of classification. That makes it internal_essence rather than mere observation or functional description.",16157,bhl_54559,350
261,internal_essence,1830_1849,1840,"Odontography; or, A treatise on the comparative anatomy of the teeth; their phys","The largest and most fully developed teeth of the Siluroids, as those of the Platystoma, present under the microscope a modification of the reticulo-medullary type of structure, which nearly resembles that of the salmon and the pike : the meshes of the anastomosing medullary canals being open, pretty regular, and either subcircular or polygonal.",,,"This passage categorizes the teeth by a specific structural type, 'the reticulo-medullary type of structure,' and details the internal arrangement of the canals. Because the animal part is characterized through internal structure rather than function, it is internal_essence.",16281,bhl_198377,361
262,internal_essence,1830_1849,1842,"North American herpetology; or, A description of the reptiles inhabiting the Uni","The individuals of this family have all the general and particular characters given above, as appertaining to the order Ophidia, and family Serpentes, or true Serpents;—as superior, maxillary, and palate bones armed with teeth disposed in four rows; jaws dilatable, &c. &c.",,,"This passage defines the family by anatomical characters—bones, teeth arrangement, and dilatable jaws—as the basis for classification as 'true Serpents.' That is a structural essence claim, not a functional or divine one.",12492,bhl_111026,127
263,internal_essence,1830_1849,1842,The zoology of the voyage of H.M.S. Beagle ... during the years 1832-1836,"This new genus belongs to that section of the Scombride characterized by having a number of short free spines, instead of a first dorsal fin.",,,"The passage classifies a genus within Scombride by a structural character: short free spines replacing the first dorsal fin. That is a definitional taxonomic claim based on internal/morphological features, so it is internal_essence.",14216,bhl_49679,367
264,internal_essence,1830_1849,1842,"North American herpetology; or, A description of the reptiles inhabiting the Uni","H if Cnn yy Wie 48 “9 Gein yie or) | a re ee rae ae | e ~ ory ; 7) ou pe Lolshi Lavi v4 . i ws ea ch ga, oA tio if ' A wv i . i 7 7 ijt), t's ‘ ; ee ta , by ~ | a ‘ r ° 7 & , att - ¥. a : - . ‘y ee ria — re A 5a ond = i” 7 ies cm, 2 ha - 5208 om a] y a a ae aie: Alte J eye a ve II.—Venomous Serpents, with fangs fixed, and permanently erect.",,,"The class of serpents is being categorized by an internal structural feature—fixed, permanently erect fangs. That is a structural basis for classification, so it fits internal_essence rather than NDT.",12492,bhl_111026,114
265,internal_essence,1830_1849,1842,"Zoology of New York; or, The New York Fauna; comprising detailed descriptions of","TECTIBRANCHIA: The branchice are on the back, a little inclining to the right, composed of lamina more or less divided but not symmetrical, generally protected by expansions of the mantle.",,,"This passage defines the group Tectibranchia by a characteristic internal/anatomical arrangement of the branchiae and mantle. It is classificatory through structure, not through purpose or divine plan.",2079,bhl_18423,113
266,internal_essence,1830_1849,1843,"Lectures on the comparative anatomy and physiology of the invertebrate animals, ","Larva. (Lat. larva, a mask.) Applied to an insect in its first active state, which is generally different from, and as it were masks the ultimate form. Larviform, shaped like a larva. Larvirarous, (Lat. larva; pario, I produce.) The insects which produce their young in the condition of larve.",,,"This is explicitly definitional: a larva is identified as an insect in its first active state, i.e. by its developmental/structural condition. The categorization is based on internal life-stage status rather than function or divine purpose.",216863,bhl_347408,1412
267,internal_essence,1830_1849,1844,"A Cornish fauna; being a compendium of the natural history of the county, intent","The polypes are thus united mlo one co^p 0 animal as in the first order. The growth of the polyp' ^ is also similar in these widely separated genera, ),t the reproduction is also by ovarian vesicles, nothing c „»l be more natural than associating them together, it ext js characters alone were to be our guide; but the a o<l widely different.",,,"The passage makes a classificatory claim about polypes as “one compound animal” and contrasts grouping by external characters with deeper differences among the animals. That is an ontological/categorial claim grounded in structural and reproductive organization, not function or divine purpose.",120105,bhl_210095,325
268,internal_essence,1830_1849,1846,"Lectures on the comparative anatomy and physiology of the vertebrate animals, de","ing from an intermediate arch or basis of support, and you have the gill of an ordinary osseous or cartilaginous fish. Such a gill is the homologue, not of a single gill-sac, but of the contiguous halves of two distinct gill-sacs, in the Myxines. Already, in the Lampreys, the first stage of this bi-partition may be seen (fig. 67. m), and consequently in these Dermopteri, as in all higher fishes, a different artery goes to the anterior branchial surface of each sac or fissure from that which supplies the posterior branchial surface of the same fissure ; whilst one branchial artery is appropriated to each supporting septum or arch between the fissures.",,,"The passage characterizes the fish gill by its structural homology and arterial organization, using internal anatomical relations to say what this gill is. That is a definitional structural claim, so it is internal_essence rather than junk.",13539,bhl_48186,934
269,internal_essence,1830_1849,1846,Lectures on the comparative anatomy and physiology of the vertebrate animals : d,"The cellular subdivision is such in the air-bladder of the Amia, that Cuvier compared it to the lung of a reptile J ; and the transition from the air- or swim-bladder to the lung is completed in the Protopterus or Lepidosiren annectens, in which the cellular subdivision and multiplication of the vascular surface are combined with a complete bilateral partition of the bladder into two elongated sacs, with a supply of venous blood from a true pulmonary artery, and with the communication of the ductus pneumaticus, as in the Polypterus, with the ventral surface of the oesophagus.",,,"This passage characterizes the organ by detailed internal anatomical organization and uses those structures to identify it as a transition toward lung. The basis is structural and mechanistic, not functional purpose, so it is internal_essence.",115683,bhl_200931,1032
270,internal_essence,1830_1849,1849,"Twelve lectures on comparative embryology, delivered before the Lowell Institute","That the heart must be formed from the disso'- Istion, as it were, of parts of the substance of the germ, is plainly shown by its peculiar position ir* so many animals. In some of the Mollirsca it surrounds the alimentary canal, forming various sacs hi rruvny parts of the cavity,, And this showsplainly that there we have no regular development but a sort of decomposition of the animal substance, which is gradually restored, by the formation of more and more blood, by the process of di1gestion.",,,"This passage makes a general claim about what the heart is developmentally formed from, and uses internal formation and organization as the basis of that claim. That is a structural/mechanistic characterization of an animal part, not a functional or divine one.",1858,bhl_17047,668
271,internal_essence,1830_1849,1849,"The animal kingdom : arranged after its organization, forming a natural history ","Nove Hollandie, White), which is often entirely snow-white; but it appears that these white individuals constitute a variety only of a bird of the same country, pale ash-coloured above, white below, with vestiges of pale undulations. We may approximate to the Goshawk certain American Birds, with short wings and tarsi, the latter reticulated. [These are Tue Nicacuas (Herpethotheres, Vieillot ; Dedalion, Vigors),— A strongly characterized division, interesting, as presenting evidently a modification of the peculiar Osprey type, to which genus they alone appear to~be allied.",,,"The birds are grouped and related taxonomically on the basis of structural features like short wings and reticulated tarsi, and as a modification of a type. This is classificatory via morphology, not functional or divine.",34494,bhl_88936,1118
272,internal_essence,1850_1869,1850,On the principles of classification in the animal kingdom,"In no Hydroid Polyp is the structure of the tentacles more closely allied to that of some of the naked-eyed Medusae than in Syncoryna, for their club-shaped tentacles, with lasso cells, remind us most distinctly of the tentacles of Slabberia ; and, so far as these comparisons are conclusive, there remains no doubt in our mind that, from their structure and Morphology, the so-called Hydroid Polypi must be considered as true Medusae, among which they constitute a type analogous to the stalked Crinoid among Echinoderms ; an analogy which is the more remarkable, as in their ultimate generation Hydroid Polypi produce free Medusae, while the Comatulae arise from the Crinoids provided with stems.",,,"This explicitly defines Hydroid Polypi by internal structural and morphological features, concluding that they 'must be considered as true Medusae.' The categorization rests on structure and morphology rather than function or divine purpose.",3845,bhl_16880,67
273,internal_essence,1850_1869,1851,A monograph of the Crag Mollusca; with descriptions of shells from the upper Ter,"Animal ovate or suborbicular, with the edges of the mantle disconnected ; margins fringed.",,,"This is a concise morphological diagnosis of the animal, defining it by bodily form and mantle structure. It is an internal structural characterization rather than a functional or divine one.",11875,bhl_44512,969
274,internal_essence,1850_1869,1851,A monograph of the Crag Mollusca; with descriptions of shells from the upper Ter,"Animal thick and club-shaped; lobes of the mantle open in front, and reflected dorsally, by which the accessory valves are formed; siphonal tube long and extensile, divided at the extremity, and bordered with cirrhi; foot thick and truncated. This is, generally speaking, a marine genus, and most of the species are inhabitants of shallow water, ranging to about 25 fathoms.",,,"This is a taxonomic characterization of an animal genus by internal and morphological features such as mantle lobes, siphonal tube, and foot form. The defining basis is structural rather than functional or divine.",11875,bhl_44512,1354
275,internal_essence,1850_1869,1851,Natural history : Fishes,"A few genera, rather numerous in species, (which amount, according to Prince Bonaparte, to sixty-five), are grouped together here, distinguished by having the body short, very deep, and very thin ; a smooth, satiny skin, destitute of any apparent scales ; the rays of the dorsal, anal, and ventrals, often prolonged into slender filaments. The species are chiefly found in the tropical seas, and none are recorded as British, or even European. 5.",,,"These genera are explicitly grouped and distinguished by bodily structure and skin/fin-ray morphology. That is a classic internal structural basis for categorization, with no teleological or divine language.",6879,bhl_29969,282
276,internal_essence,1850_1869,1853,"Principles of zoölogy : touching the structure, development, distribution, and n","For this reason, they ai-e denominated cold-blooded animals ; and all animals which have such a structure of the heart that only a part of the blood which enters it is sent to the respiratory organs, are among them, (243.) 258. The production of animal heat is obviously connected with the respiratory process.",,,"The passage defines the class of cold-blooded animals by heart structure and circulation pattern. Because the classification is grounded in internal organization rather than purpose, it is internal_essence.",1816,bhl_16892,339
277,internal_essence,1850_1869,1854,"The animal kingdom : arranged after its organization, forming a natural history ","Naturelle, (and also my memoir in the Transactions of the Zoological Society of London, in which I haye described numerous species]. FOURTH GREAT DIVISION OF THE ANIMAL KINGDOM. THE RADIATA (Rapratep Animats, or Zoopuyres). [Nerrusr of these names is literally applicable, for all the animals in the division are not radiated ; and the very name Zoophyte, “‘ plant-animal,” is a contradiction. In England, the term Zoophyte is much more restricted than in France, but it is equally inapplicable, excepting, perhaps, to those species, about which there are still disputes as to whether they are animals or vegetables. ] These animals have no mesial plane, but may be variously divided into symmetrical parts, radiating from one or more axes.",,,The passage characterizes the Radiata by a structural property—the absence of a mesial plane and radial symmetry from one or more axes. That uses internal/formal organization to define the animal division.,56726,bhl_117542,5027
278,internal_essence,1850_1869,1857,Contributions to the natural history of the United States of America,"At about midway between the head and tail, this band is divided transversely, by four or five fissures, into so many block-like bodies (Pl. 9d, fig. 1, /; Pl. 9e, fig. 5, f; Pl 12, fig. 1, 7, fig. la, f; Pl. 24, fig. 13, 7). These blocks are the dorsal vertebree; and through them we recognize that the “broad band” of former pages is the vertebral layer or basis, from and by which the backbones, constituting the axis of the skeleton, are formed.",,,"The passage identifies the structural nature of the observed blocks and the broad band as the vertebral basis from which the backbone forms. This is a characterization of an animal part by internal structural identity, not by function.",12644,bhl_46153,416
279,internal_essence,1850_1869,1857,On animal and vegetable parasites of the human body a manual of their natural hi,"All these corpuscles with amseboid motion are diaphanous, homogeneous globules, which by slow movement give off all sorts of processes, sometimes like tails. These last are not animals; some of them, perhaps, are lymph-corpuscles, consisting of Ecker's contractile substance.",,,"The passage distinguishes animals from non-animals on the basis of internal structural/mechanistic constitution: these corpuscles are homogeneous globules and contractile substance, and therefore not animals. That is an ontological classification by internal features.",104579,bhl_185371,63
280,internal_essence,1850_1869,1860,"Palaeontology, or, A systematic summary of extinct animals and their geological ","176 PALEONTOLOGY “squamosal.” Above 27, between it and 8, is the “suprasquamosal.” Essentially it indicates the tendency to excessive dermal ossification of the skull, like that which extends into the superficial temporal fascia from the squamosal and mastoid in the Chelonia ; this separate ossification in Archegosaurus roofs over the temporal fossa. It is the homologue of the supernumerary surface-bone called “supersquamosal” in the Labyrinthodonts ; and both this and the “postorbital” correspond in position with the posterior suborbital scale-bones in Amia and Lepidosteus. The hinder angles of the skull are formed by the tympanic ; in young individuals the tympanic does not extend backward beyond the par-occipital, but as age advances it projects further backward.",,,"The passage categorizes skull elements by structural and homologous relations across animal groups, using internal anatomical features as the basis of characterization. It is not about function or divine purpose.",13917,bhl_48947,444
281,internal_essence,1850_1869,1862,Contributions to the natural history of the United States of America,"PeLaGiA proper embraces all those species thus far referred to the genus, which, like Pelagia noctiluca, cyanella, and panopyra, have sixteen equally developed pouches, each of which branches off into two distinct sacs near the margin, and are there so combined that the marginal lobes embrace one sac of two adjoining pouches, and that in the indentations dividing these lobes there are, alternately, one eye and one tentacle, the whole margin being divided into sixteen lobes, with Cuap.",,,"This passage defines what belongs to 'Pelagia proper' by internal morphological characters: pouches, sacs, lobes, eyes, and tentacles. The structural features are explicitly used as the basis for categorizing the genus, so it is internal_essence rather than mere description.",12644,bhl_54510,282
282,internal_essence,1850_1869,1868,"Appendix to the Manual of Mollusca of S.P. Woodward, A.L.S. : containing such re","Shell small, rounded, equivalve, equilateral; valves closed, smooth, or ornamented with oblique, curved striz ; hinge thick; right valve with a single, large, median, triangular tooth, depressed or channelled in the middle; left valve with two narrow, unequal, diverging teeth; lateral tooth wanting or rudimentary. Ligament internal, small; muscular scars small, equal, oval or ovate; pallial line simple. ; Distribution, 1 species.",,,"This is a taxonomic characterization of a shell-bearing animal kind through diagnostic structural traits of shell, valves, teeth, ligament, and scars. The animal is being categorized by morphology, not by function or divine purpose.",11773,bhl_44316,394
283,internal_essence,1850_1869,1868,"Appendix to the Manual of Mollusca of S.P. Woodward, A.L.S. : containing such re","Shell elongated ; margin of aperture slightly expanded ; operculum corneous, subspiral, without an internal process. Animal like that of Hydrobia, but the foot is furnished with lateral sinuses ; terrestrial or amphibious. Distribution, species.",,,"This is a classificatory statement that identifies the animal by internal/morphological structure of the foot and uses that feature to distinguish the kind. Because the basis of categorization is structural rather than purposive, it is internal_essence.",11773,bhl_44316,149
284,internal_essence,1850_1869,1869,"The museum of natural history, with introductory essay on the natural history of","Australian Spine-back (Notacanthus sex-spinis), The first-named genus is represented by one species in the Greenland seas, and by another on the coasts of Australia, but none of the family have been detected in the British seas. Famity XXVIII.—SCABBARD-FISHES (Gempylide).—Plate 11, fig. 56. The SCABBARD-FISHES, or GEMPYLIDS, are known by their greatly elongated, compressed bodies, combined with more or less of the mackerel aspect; but they have no corselet on the thorax, neither keel nor armature on the lateral line, and no caudal crests, Their heads are low, and their jaw-teeth compressed, acute, or lancet-shaped, resembling those of the Sphyrena, Palatine and vomerine teeth are present in some of the genera, but absent in others.",,,"This is a classificatory definition of the Scabbard-fishes by structural characters such as body shape, absence of keel, and tooth form. The basis of grouping is morphology, so it is internal_essence.",40342,bhl_90005,1772
285,internal_essence,1870_1889,1870,A manual of zoology for the use of students : with a general introduction on the,"Cetacea, comprising the true Whales and Dolphins, characterised by being aquatic Mammals, with a horizontal tail-fin, no sacrum nor hind-limbs, and fore-limbs in the form of swimming-paddles.",,,"The passage explicitly characterizes Cetacea by morphological traits used to define the group. Although 'swimming-paddles' hints at function, the classificatory basis is anatomical structure, so internal_essence fits best.",99621,bhl_178589,1748
286,internal_essence,1870_1889,1872,The origin of species by means of natural selection : or The preservation of fav,GLOSSARY. 485 Peloria or Pelorism. — The appearance of regularity of structure in the flowers of plants which normally bear irregular flowers. Pelvis. — The bony arch to which the hind limbs of vertebrate animals are articulated.,,,This is a definitional statement identifying an animal part by its internal structural relation to the hind limbs of vertebrate animals. It classifies the pelvis by anatomical structure rather than by function or divine purpose.,2106,bhl_18399,2023
287,internal_essence,1870_1889,1874,Outlines of comparative anatomy and medical zoology,"Blood, thus viewed in its broadest sense, is composed of a liquid (liquor sanguinis, serum) and corpuscles. — The liquor sanguinis very commonly is exclusively the product of the walls of the blood-vessel system; but, in lowly organized animals, it may receive accessions from without, as in Entozoa (q. v.). — The blood corpuscles are minute bodies, floating in the liquor sanguinis.",,,"This defines blood, an animal part, by its constitutive internal components and production within the vascular system. The characterization is structural and mechanistic rather than purposive, so it is internal_essence.",1111,bhl_15806,177
288,internal_essence,1870_1889,1875,"A history of the birds of Europe, not observed in the British Isles","Genus—Fatco. (Linneus.) Sub-genus—-Astur, (Bechstein.) Murierax, (Gray.) Sub-generic Characters—Wings short, reaching to about two thirds of the length of the tail; first quill feather much shorter than the second, the third nearly equal to the fourth, which is the longest.",,,"The passage explicitly gives sub-generic characters of the bird in terms of wing and feather structure, using morphology to define the taxon. That is internal structural categorization rather than function or divine design.",49740,bhl_105176,275
289,internal_essence,1870_1889,1875,Elements of zoölogy : a textbook,"THE ORDER OF GALLUP, OR PHEASANTS, ETC. THE birds included in the order of Gallinte — from the Latin gallus, a cock — have the bill short, stout, and hard ; the legs rather long ; the hind toe in most cases more or less elevated ; and the toes connected at their base by a VERTEBRATA : AVES OR BIRDS.",,,"The passage classifies the birds of this order by internal/structural characters of bill, legs, and toes. Those anatomical traits are presented as what defines the group, which makes this internal_essence rather than mere description.",1749,bhl_16827,479
290,internal_essence,1870_1889,1878,An introduction to the systematic zoology and morphology of vertebrate animals,"PsittamnorpJm [Huxley). — Parrots, the most specialized of birds in many respects, non-predaceous in habits, and characterized by possessing strong, arched, upper bills, which are Desmognathoiis, and usually shorter than their height, and having a cere at the base, in which are the nostrils.",,,"Parrots are categorized here by anatomical characters, especially bill structure and the cere, which are presented as what characterizes the group. Although 'non-predaceous' is functional, the primary classificatory basis is structural morphology.",116046,bhl_201535,1035
291,internal_essence,1870_1889,1878,A manual of zoology for the use of students : with a general introduction on the,"The upper portion of this small ciliated cavity is prolonged proximally into the larger chamber of the "" somatocyst."" The coenosarc bears pofypites, each of which is protected by a delicate glassy "" hydrophyllium."" Order IL Physophorid^. — This second order of the Oceanic Hydrozoa comprises those Siphonophora in which the hydrosonia consists of several polypites united by a flexible, contractile, nnbranched or very slightly branched canosarc, the proximal extremity of which is modified into a '■^ ptieimatophore"" and is sometimes provided with nectocalyces."" The polypites have either a single basal te?itacle, or the te?ttacles a?'ise directly from the coenosarc.",,,"This passage explicitly defines an order by internal structural organization: the composition of the hydrosoma, coenosarc, pneumatophore, and tentacles. The animal group is categorized by morphological features rather than by function or divine purpose.",102765,bhl_182934,388
292,internal_essence,1870_1889,1878,A manual of zoology for the use of students : with a general introduction on the,"Ornithodelphia, characterised by the fact that the uterine enlargements of the oviducts do not coalesce, even in their inferior portion, to form a common uterine cavity, but open separately as in the Birds and Reptiles. Furthermore, the two uteri open, not into a distinct vagina, but into a cloacal cavity, into which the rectum and ureters also discharge themselves ; so that the condition of parts is very much the same as it is in Birds. This division includes only the Duck-mole {OrnWiorhyncJms) and the Porcupine Ant-eaters {Echidna), forming collectively the single order of the Monotremata. b.",,,"This explicitly defines a taxonomic division by internal reproductive anatomy. The animal kind is categorized by structural features of the oviducts, uteri, and cloaca, so this is internal_essence.",102765,bhl_182934,2146
293,internal_essence,1870_1889,1879,Zoology : for students and general readers,"Rhynchocephalia.—The only living representative of this order is the Sphenodon or Hatteria of New Zealand ; a lizard-like form of simpler structure, however, than the lizards in general. This rare creature somewhat resembles an iguana in appearance, having a dorsal row of spines.",,,"The passage places Sphenodon in an order and characterizes it by structural form: a lizard-like animal of simpler structure with a dorsal row of spines. That is a classificatory claim grounded in morphology, not function.",54469,bhl_115058,1439
294,internal_essence,1870_1889,1879,Zoology : for students and general readers,"Pedipalpi.—This group embraces the scorpion (Fig. 318), the false scorpions (Fig. 319), the whip scorpions, and the harvest-man (Phalangiwm). In all these forms the abdomen is plainly segmented, the segments not being visible in the mites or spiders. Usually the maxillary palpi are much enlarged, and end in claws. The scorpion is viviparous, the young being brought forth alive.",,,"The passage explicitly defines the group Pedipalpi by shared internal structural characters: segmented abdomen and enlarged clawed palpi. That is a classificatory claim grounded in morphology, not function or divine purpose.",54469,bhl_115058,997
295,internal_essence,1870_1889,1879,Zoology : for students and general readers,"PRINCIPAL FORMS OF SHA-URCHINS. 123 Taking a rapid survey of the principal forms of seaurchins, we may divide the class of Echinoidea into two orders: the Palechinida, or older sea-urchins, in which the shell is composed of more than twenty rows of plates ; and the Autechinida with twenty rows of plates. * Order 1.",,,"This passage explicitly classifies sea-urchins into orders on the basis of a structural feature of the shell, using plate-row number as the defining criterion. That makes it a structural characterization of what these groups are, not merely a casual observation.",54469,bhl_115058,346
296,internal_essence,1870_1889,1880,An introduction to the study of fishes,"Tropical Amerten, LEPORINUS.—Dorsal fin placed nearly in the middle of the length of the body; anal short; ventrals below the dorsal. Body oblong, covered with scales of moderate size ; belly rounded, Cleft of the mouth small, with the lips well developed ; teeth in the intermaxillary and mandible, few in number, flattened, with the apex more or less truncated, and not serrated; the middle pair of teeth is the longest in both jaws ; palate toothless. This genus is generally distributed in the rivers east of the Andes ; about twenty species are known, some of which, like L. frederict, L. megalepis, are very common.",,,"The passage defines the genus Leporinus by anatomical and morphological characters such as fin placement, dentition, and body form. These internal structural traits are being used as the basis of classification, so it is internal_essence rather than mere description.",16294,bhl_114786,2145
297,internal_essence,1870_1889,1884,Text-book of zoology for schools and colleges,"In the so-called “simple” Ascidians the animal has the shape figured above, and is fixed to some solid object by one end of the test. In the “social” Ascidians the organism consists of a number of zoéids, produced by continuous budding, and connected together by a common tube, through which the blood circulates.",,,"The passage classifies kinds of Ascidians by their constitutive structural organization: a simple form versus an organism consisting of multiple connected zoeids. This is an ontological characterization by internal/organizational features, not by purpose or divine plan.",55748,bhl_116459,638
298,internal_essence,1870_1889,1885,Elementary text-book of zoology,"Large swimming bii-ds, with small head, well developed, often long and pointed wings, with swimming feet (^. stcyani).",,,"This classifies a group of birds by internal/structural morphological traits—head size, wings, and swimming feet—as what this kind of bird is. The passage is definitional through anatomy rather than through divine or purposive language.",101407,bhl_180953,3126
299,internal_essence,1870_1889,1885,The ornithology of Illinois,"Toes very short, the middle one much less than half the tarsus (only a little more than one third); lateral toes nearly equal; claws short, broad, nail-like. Subfamily Tantaline, Bill elongated, subconical, subcylindrical, the end attenuated and decurved, with the tip rounded; nostrils decidedly superior; toes long, the middle toe one half or more the length of the tarsus; lateral toes unequal, the outer decidedly longer than the inner; claws normal, moderately lengthened, rather narrow.",,,"This is classificatory morphology: the subfamily is characterized by internal/structural features of bill, nostrils, toes, and claws. It defines the animal group by bodily form rather than by function or divine purpose.",15162,bhl_52728,684
300,internal_essence,1870_1889,1886,Elements of zoology,"In some, the eyes are in different parts of the body—the head, tail, etc. ; in others, they are absent. In the leech, they are confined to the first three segments. In some, as the worms of the first class, two branching tubes are found that constitute a water vascular system similar to that of the Echinoderms. All the worms are developed from eggs, and many pass through remarkable changes before assuming the adult form. The worms include many animals that, though varying greatly in appearance, all possess certain characteristics in common. FLAT-WORMS, ETC. 43 Class I—FLat-Worms, etc. (Platyhelminthes).",,,"The passage makes a general classificatory claim that worms are grouped because they share common characteristics, i.e. defining structural traits. That is an internal-feature basis for categorization, not a functional or divine one.",57825,bhl_118853,132
301,internal_essence,1870_1889,1886,Elements of the comparative anatomy of vertebrates,Mammals.— The hair-like structures possessed by certain Reptiles and Birds are historically quite distinct from the true hairs of Mammals. The possession of hairs characterises Mammals quite as much as feathers distinguish Birds from all other animals. 1 See note on p. 62.,,,"This explicitly uses an internal structural feature—true hairs—as what characterizes Mammals as a kind. The categorization is based on morphology, not on function or divine purpose.",1006,bhl_15643,145
302,internal_essence,1870_1889,1888,"Entomology for beginners; for the use of young folks, fruitgrowers, farmers, and","The wings are seen to be clear and perfectly transparent, with no scales. They are formed of a clear membrane, hence the name of the order to which the bee belongs, i.e., Hymenoptera, or membrane-winged.",,,"The bee is assigned to an order on the basis of wing structure, with membrane wings serving as the defining taxonomic character. That is a structural basis for categorization, so internal_essence fits.",1713,bhl_16781,546
303,internal_essence,1870_1889,1888,Text-book of zoology for junior students,"They belong to a large section known as the “stalk-eyed” Crustaceans (Podophthalmutu), from the fact that the eyes are supported by long, movable stalks, They all further have the cephalothorax covered by a great shield or “ carapace,” under which the gills are carried. They include the Lobsters, Shrimps, Cray-fish, Crabs, Hermit-crabs, and other forms, and are the most highly organised and most familiar of the whole class of the Crustacea.",,,"The passage classifies this animal group by internal/structural characters: stalk-supported eyes and a carapace covering the cephalothorax. Those features are presented as what makes them members of the section, which is internal_essence rather than mere observation.",55419,bhl_116097,449
304,internal_essence,1890_1909,1893,Zoology of the invertebrata : a text-book for students,"The calcareous plates which constitute the shell of the animal are developed in the connective tissue of the integument. The apical series of plates consists of a dorso-central piece surrounded by ten plates; five of them, the radials or ocular plates, bear sense organs, the alternating five, interradial in position, are pierced by the genital pores.",,,"The shell of the animal is described as being constituted by a specific structural arrangement of plates. This is a characterization of the animal part in terms of its internal constitution and organization, not its function or divine purpose.",54827,bhl_115450,547
305,internal_essence,1890_1909,1895,"Materials for a carcinological fauna of India, no. 1-2...","Distinguished from all other Indian species by the form of the male chelipeds, of which the palm, instead of being long and slender, is short and broadly inflated.",,,"This classifies the species by a structural feature of an animal part, the form of the male chelipeds. The morphology is explicitly used as the basis for distinguishing the kind, which fits internal_essence.",16033,bhl_54233,183
306,internal_essence,1890_1909,1896,Text-book of comparative anatomy,"Steganobranchia. — With mantle, cavity, and ctenidium to the right ; with a shell and parapodia.",,,"This is a terse taxonomic characterization of a group by structural features: position of mantle cavity and ctenidium, plus shell and parapodia. It defines the kind by morphology, not by function or divine purpose.",12294,bhl_15983,48
